2243 refs rebased (+0x900000)

R 0004AA: 0001A88C -> 0091A88C | 4a8:	4eb9 0001 a88c 	jsr 0x1a88c
R 005930: 000065CA -> 009065CA | 592e:	4eb9 0000 65ca 	jsr 0x65ca
R 005944: 0000595A -> 0090595A | 5942:	2d7c 0000 595a 	movel #22874,%fp@(2)
R 00595C: 000065AA -> 009065AA | 595a:	4eb9 0000 65aa 	jsr 0x65aa
R 005962: 000065CA -> 009065CA | 5960:	4eb9 0000 65ca 	jsr 0x65ca
R 00597A: 00003BCE -> 00903BCE | 5978:	4eb9 0000 3bce 	jsr 0x3bce
R 005980: 00003F04 -> 00903F04 | 597e:	4ef9 0000 3f04 	jmp 0x3f04
R 005986: 00003D36 -> 00903D36 | 5984:	4ef9 0000 3d36 	jmp 0x3d36
R 0059B4: 000059D2 -> 009059D2 | 59b2:	2d7c 0000 59d2 	movel #22994,%fp@(2)
R 0059E0: 00003D14 -> 00903D14 | 59de:	4ef9 0000 3d14 	jmp 0x3d14
R 0059EE: 000059FA -> 009059FA | 59ec:	2d7c 0000 59fa 	movel #23034,%fp@(2)
R 005A14: 00003D14 -> 00903D14 | 5a12:	4ef9 0000 3d14 	jmp 0x3d14
R 005A24: 00005A30 -> 00905A30 | 5a22:	2d7c 0000 5a30 	movel #23088,%fp@(2)
R 005A38: 00003D14 -> 00903D14 | 5a36:	4ef9 0000 3d14 	jmp 0x3d14
R 005A50: 00003BCE -> 00903BCE | 5a4e:	4eb9 0000 3bce 	jsr 0x3bce
R 005A56: 00003B2E -> 00903B2E | 5a54:	4eb9 0000 3b2e 	jsr 0x3b2e
R 005A5C: 00005A72 -> 00905A72 | 5a5a:	2d7c 0000 5a72 	movel #23154,%fp@(2)
R 005A6A: 000070C4 -> 009070C4 | 5a68:	3039 0000 70c4 	movew 0x70c4,%d0
R 005A7A: 00003D14 -> 00903D14 | 5a78:	4ef9 0000 3d14 	jmp 0x3d14
R 005A80: 00005AB8 -> 00905AB8 | 5a7e:	2d7c 0000 5ab8 	movel #23224,%fp@(2)
R 005A88: 000075FA -> 009075FA | 5a86:	2d7c 0000 75fa 	movel #30202,%fp@(36)
R 005ABA: 000065AA -> 009065AA | 5ab8:	4eb9 0000 65aa 	jsr 0x65aa
R 005ACE: 00005AEC -> 00905AEC | 5acc:	2d7c 0000 5aec 	movel #23276,%fp@(2)
R 005AD6: 00007414 -> 00907414 | 5ad4:	2d7c 0000 7414 	movel #29716,%fp@(36)
R 005B10: 00003F72 -> 00903F72 | 5b0e:	4eb9 0000 3f72 	jsr 0x3f72
R 005B16: 00003F40 -> 00903F40 | 5b14:	4eb9 0000 3f40 	jsr 0x3f40
R 005B1C: 00003F20 -> 00903F20 | 5b1a:	4eb9 0000 3f20 	jsr 0x3f20
R 005B22: 0000669C -> 0090669C | 5b20:	4eb9 0000 669c 	jsr 0x669c
R 005B28: 00003D36 -> 00903D36 | 5b26:	4ef9 0000 3d36 	jmp 0x3d36
R 005BAA: 00005C02 -> 00905C02 | 5ba8:	2b7c 0000 5c02 	movel #23554,%a5@(2)
R 005BD6: 0000F69E -> 0090F69E | 5bd4:	2b7c 0000 f69e 	movel #63134,%a5@(36)
R 005BFA: 00003B2E -> 00903B2E | 5bf8:	4eb9 0000 3b2e 	jsr 0x3b2e
R 005C0C: 00005C20 -> 00905C20 | 5c0a:	2d7c 0000 5c20 	movel #23584,%fp@(2)
R 005C1C: 00003352 -> 00903352 | 5c1a:	4eb9 0000 3352 	jsr 0x3352
R 005C2C: 00003BCE -> 00903BCE | 5c2a:	4eb9 0000 3bce 	jsr 0x3bce
R 005C32: 00003F04 -> 00903F04 | 5c30:	4ef9 0000 3f04 	jmp 0x3f04
R 005C38: 000065AA -> 009065AA | 5c36:	4eb9 0000 65aa 	jsr 0x65aa
R 005C3E: 00003F72 -> 00903F72 | 5c3c:	4eb9 0000 3f72 	jsr 0x3f72
R 005C44: 00003F20 -> 00903F20 | 5c42:	4eb9 0000 3f20 	jsr 0x3f20
R 005C4A: 0000669C -> 0090669C | 5c48:	4eb9 0000 669c 	jsr 0x669c
R 005C60: 00003D36 -> 00903D36 | 5c5e:	4ef9 0000 3d36 	jmp 0x3d36
R 005C70: 00005CFE -> 00905CFE | 5c6e:	2b7c 0000 5cfe 	movel #23806,%a5@(2)
R 005CB4: 00003B2E -> 00903B2E | 5cb2:	4eb9 0000 3b2e 	jsr 0x3b2e
R 005CC6: 00003B2E -> 00903B2E | 5cc4:	4eb9 0000 3b2e 	jsr 0x3b2e
R 005CD8: 00003B2E -> 00903B2E | 5cd6:	4eb9 0000 3b2e 	jsr 0x3b2e
R 005CEA: 00003B2E -> 00903B2E | 5ce8:	4eb9 0000 3b2e 	jsr 0x3b2e
R 005CFA: 00003352 -> 00903352 | 5cf8:	4ef9 0000 3352 	jmp 0x3352
R 005D4E: 00003F04 -> 00903F04 | 5d4c:	4ef9 0000 3f04 	jmp 0x3f04
R 005D5E: 00003DD8 -> 00903DD8 | 5d5c:	4ef9 0000 3dd8 	jmp 0x3dd8
R 005DF0: 00003352 -> 00903352 | 5dee:	4eb9 0000 3352 	jsr 0x3352
R 005DF8: 0000397E -> 0090397E | 5df6:	4eb9 0000 397e 	jsr 0x397e
R 005E00: 00003352 -> 00903352 | 5dfe:	4ef9 0000 3352 	jmp 0x3352
R 005E0C: 00005E52 -> 00905E52 | 5e0a:	2b7c 0000 5e52 	movel #24146,%a5@(2)
R 005E4A: 00003B2E -> 00903B2E | 5e48:	4eb9 0000 3b2e 	jsr 0x3b2e
R 005E5C: 000065AA -> 009065AA | 5e5a:	4eb9 0000 65aa 	jsr 0x65aa
R 005E62: 000065CA -> 009065CA | 5e60:	4eb9 0000 65ca 	jsr 0x65ca
R 005E86: 00003D36 -> 00903D36 | 5e84:	4ef9 0000 3d36 	jmp 0x3d36
R 005E8C: 00005EA2 -> 00905EA2 | 5e8a:	2d7c 0000 5ea2 	movel #24226,%fp@(2)
R 005EA4: 000065AA -> 009065AA | 5ea2:	4eb9 0000 65aa 	jsr 0x65aa
R 005EAA: 000065CA -> 009065CA | 5ea8:	4eb9 0000 65ca 	jsr 0x65ca
R 005ED4: 00003D36 -> 00903D36 | 5ed2:	4ef9 0000 3d36 	jmp 0x3d36
R 005EE0: 00005EEE -> 00905EEE | 5ede:	2d7c 0000 5eee 	movel #24302,%fp@(2)
R 005F1E: 00006038 -> 00906038 | 5f1c:	2d7c 0000 6038 	movel #24632,%fp@(2)
R 005F84: 00003B2E -> 00903B2E | 5f82:	4eb9 0000 3b2e 	jsr 0x3b2e
R 005FDC: 0000602C -> 0090602C | 5fda:	2d7c 0000 602c 	movel #24620,%fp@(2)
R 006028: 00003B2E -> 00903B2E | 6026:	4ef9 0000 3b2e 	jmp 0x3b2e
R 006048: 000065AA -> 009065AA | 6046:	4eb9 0000 65aa 	jsr 0x65aa
R 00604E: 000065CA -> 009065CA | 604c:	4eb9 0000 65ca 	jsr 0x65ca
R 006062: 00006078 -> 00906078 | 6060:	2d7c 0000 6078 	movel #24696,%fp@(2)
R 00607A: 000065AA -> 009065AA | 6078:	4eb9 0000 65aa 	jsr 0x65aa
R 006080: 000065CA -> 009065CA | 607e:	4eb9 0000 65ca 	jsr 0x65ca
R 0060DC: 00003D36 -> 00903D36 | 60da:	4ef9 0000 3d36 	jmp 0x3d36
R 0060E2: 00003F04 -> 00903F04 | 60e0:	4ef9 0000 3f04 	jmp 0x3f04
R 0060F8: 00006168 -> 00906168 | 60f6:	2d7c 0000 6168 	movel #24936,%fp@(2)
R 006146: 00003B2E -> 00903B2E | 6144:	4eb9 0000 3b2e 	jsr 0x3b2e
R 006158: 00003B2E -> 00903B2E | 6156:	4eb9 0000 3b2e 	jsr 0x3b2e
R 006178: 00003352 -> 00903352 | 6176:	4ef9 0000 3352 	jmp 0x3352
R 00618A: 0000619A -> 0090619A | 6188:	2d7c 0000 619a 	movel #24986,%fp@(2)
R 006192: 000070BE -> 009070BE | 6190:	3039 0000 70be 	movew 0x70be,%d0
R 0061A0: 000070C0 -> 009070C0 | 619e:	3039 0000 70c0 	movew 0x70c0,%d0
R 0061B2: 000070C2 -> 009070C2 | 61b0:	3039 0000 70c2 	movew 0x70c2,%d0
R 0061C2: 000061D6 -> 009061D6 | 61c0:	2d7c 0000 61d6 	movel #25046,%fp@(2)
R 0061D2: 00003352 -> 00903352 | 61d0:	4ef9 0000 3352 	jmp 0x3352
R 0061DA: 00003352 -> 00903352 | 61d8:	4eb9 0000 3352 	jsr 0x3352
R 0061E0: 000061E6 -> 009061E6 | 61de:	2d7c 0000 61e6 	movel #25062,%fp@(2)
R 006216: 00003F72 -> 00903F72 | 6214:	4eb9 0000 3f72 	jsr 0x3f72
R 00621C: 00003F32 -> 00903F32 | 621a:	4eb9 0000 3f32 	jsr 0x3f32
R 006240: 00003D36 -> 00903D36 | 623e:	4ef9 0000 3d36 	jmp 0x3d36
R 006252: 000062B6 -> 009062B6 | 6250:	2d7c 0000 62b6 	movel #25270,%fp@(2)
R 006292: 00007C16 -> 00907C16 | 6290:	2d7c 0000 7c16 	movel #31766,%fp@(36)
R 0062AC: 00003B2E -> 00903B2E | 62aa:	4eb9 0000 3b2e 	jsr 0x3b2e
R 0062B8: 000065AA -> 009065AA | 62b6:	4eb9 0000 65aa 	jsr 0x65aa
R 00630E: 00003F40 -> 00903F40 | 630c:	4eb9 0000 3f40 	jsr 0x3f40
R 006314: 00003F72 -> 00903F72 | 6312:	4eb9 0000 3f72 	jsr 0x3f72
R 00631A: 00003F20 -> 00903F20 | 6318:	4eb9 0000 3f20 	jsr 0x3f20
R 006330: 000065CA -> 009065CA | 632e:	4eb9 0000 65ca 	jsr 0x65ca
R 006336: 00003D36 -> 00903D36 | 6334:	4ef9 0000 3d36 	jmp 0x3d36
R 00633C: 0000635A -> 0090635A | 633a:	2d7c 0000 635a 	movel #25434,%fp@(2)
R 006352: 00003352 -> 00903352 | 6350:	4eb9 0000 3352 	jsr 0x3352
R 00635C: 000065AA -> 009065AA | 635a:	4eb9 0000 65aa 	jsr 0x65aa
R 006368: 00003BCE -> 00903BCE | 6366:	4eb9 0000 3bce 	jsr 0x3bce
R 00636E: 00006396 -> 00906396 | 636c:	2d7c 0000 6396 	movel #25494,%fp@(2)
R 00637C: 00007C38 -> 00907C38 | 637a:	2d7c 0000 7c38 	movel #31800,%fp@(36)
R 006392: 00003B2E -> 00903B2E | 6390:	4eb9 0000 3b2e 	jsr 0x3b2e
R 006398: 000065AA -> 009065AA | 6396:	4eb9 0000 65aa 	jsr 0x65aa
R 0063AE: 000063B4 -> 009063B4 | 63ac:	2d7c 0000 63b4 	movel #25524,%fp@(2)
R 0063E4: 0000644E -> 0090644E | 63e2:	2d7c 0000 644e 	movel #25678,%fp@(2)
R 006430: 00006D3A -> 00906D3A | 642e:	2d7c 0000 6d3a 	movel #27962,%fp@(36)
R 006438: 00003B2E -> 00903B2E | 6436:	4eb9 0000 3b2e 	jsr 0x3b2e
R 00645C: 000065AA -> 009065AA | 645a:	4eb9 0000 65aa 	jsr 0x65aa
R 006474: 00003BCE -> 00903BCE | 6472:	4eb9 0000 3bce 	jsr 0x3bce
R 00647A: 00003F04 -> 00903F04 | 6478:	4ef9 0000 3f04 	jmp 0x3f04
R 006480: 000065CA -> 009065CA | 647e:	4eb9 0000 65ca 	jsr 0x65ca
R 006494: 00003DD8 -> 00903DD8 | 6492:	4ef9 0000 3dd8 	jmp 0x3dd8
R 0064A4: 000064B2 -> 009064B2 | 64a2:	2b7c 0000 64b2 	movel #25778,%a5@(2)
R 0064BC: 000064DA -> 009064DA | 64ba:	2d7c 0000 64da 	movel #25818,%fp@(2)
R 006512: 00006536 -> 00906536 | 6510:	2d7c 0000 6536 	movel #25910,%fp@(2)
R 006588: 00003706 -> 00903706 | 6586:	4eb9 0000 3706 	jsr 0x3706
R 0065A0: 00003706 -> 00903706 | 659e:	4eb9 0000 3706 	jsr 0x3706
R 006790: 0000D4F2 -> 0090D4F2 | 678e:	4ef9 0000 d4f2 	jmp 0xd4f2
R 006B34: 00003D8A -> 00903D8A | 6b32:	41f9 0000 3d8a 	lea 0x3d8a,%a0
R 006B4E: 00003D8A -> 00903D8A | 6b4c:	41f9 0000 3d8a 	lea 0x3d8a,%a0
R 006B68: 00003D8A -> 00903D8A | 6b66:	41f9 0000 3d8a 	lea 0x3d8a,%a0
R 006B82: 00003D8A -> 00903D8A | 6b80:	41f9 0000 3d8a 	lea 0x3d8a,%a0
R 006B9C: 00003D8A -> 00903D8A | 6b9a:	41f9 0000 3d8a 	lea 0x3d8a,%a0
R 006BD2: 00003D60 -> 00903D60 | 6bd0:	41f9 0000 3d60 	lea 0x3d60,%a0
R 006BEC: 00003D60 -> 00903D60 | 6bea:	41f9 0000 3d60 	lea 0x3d60,%a0
R 006C06: 00003D60 -> 00903D60 | 6c04:	41f9 0000 3d60 	lea 0x3d60,%a0
R 006C1E: 00003D60 -> 00903D60 | 6c1c:	41f9 0000 3d60 	lea 0x3d60,%a0
R 006C38: 00003D60 -> 00903D60 | 6c36:	41f9 0000 3d60 	lea 0x3d60,%a0
R 006C54: 00006CB8 -> 00906CB8 | 6c52:	2d7c 0000 6cb8 	movel #27832,%fp@(2)
R 006CB4: 00003B2E -> 00903B2E | 6cb2:	4ef9 0000 3b2e 	jmp 0x3b2e
R 006CEC: 00003BCE -> 00903BCE | 6cea:	4eb9 0000 3bce 	jsr 0x3bce
R 006CF2: 00003F04 -> 00903F04 | 6cf0:	4ef9 0000 3f04 	jmp 0x3f04
R 007CA8: 00008562 -> 00908562 | 7ca6:	2d7c 0000 8562 	movel #34146,%fp@(36)
R 007D20: 0000857A -> 0090857A | 7d1e:	2d7c 0000 857a 	movel #34170,%fp@(36)
R 007D8A: 00008592 -> 00908592 | 7d88:	2d7c 0000 8592 	movel #34194,%fp@(36)
R 007E48: 00003352 -> 00903352 | 7e46:	4eb9 0000 3352 	jsr 0x3352
R 007E68: 00003352 -> 00903352 | 7e66:	4eb9 0000 3352 	jsr 0x3352
R 007EFC: 00008660 -> 00908660 | 7efa:	2d7c 0000 8660 	movel #34400,%fp@(36)
R 007F10: 000086BA -> 009086BA | 7f0e:	2d7c 0000 86ba 	movel #34490,%fp@(36)
R 007F1A: 00003352 -> 00903352 | 7f18:	4eb9 0000 3352 	jsr 0x3352
R 007F32: 00006B0A -> 00906B0A | 7f30:	4eb9 0000 6b0a 	jsr 0x6b0a
R 007FC6: 00008740 -> 00908740 | 7fc4:	2d7c 0000 8740 	movel #34624,%fp@(36)
R 007FDA: 000087B0 -> 009087B0 | 7fd8:	2d7c 0000 87b0 	movel #34736,%fp@(36)
R 007FE4: 00003352 -> 00903352 | 7fe2:	4eb9 0000 3352 	jsr 0x3352
R 007FFC: 00006B0A -> 00906B0A | 7ffa:	4eb9 0000 6b0a 	jsr 0x6b0a
R 00802A: 00008820 -> 00908820 | 8028:	2d7c 0000 8820 	movel #34848,%fp@(36)
R 00803E: 0000884E -> 0090884E | 803c:	2d7c 0000 884e 	movel #34894,%fp@(36)
R 008048: 00003352 -> 00903352 | 8046:	4eb9 0000 3352 	jsr 0x3352
R 008058: 00006B0A -> 00906B0A | 8056:	4eb9 0000 6b0a 	jsr 0x6b0a
R 008096: 00003352 -> 00903352 | 8094:	4eb9 0000 3352 	jsr 0x3352
R 0080AE: 00006B0A -> 00906B0A | 80ac:	4eb9 0000 6b0a 	jsr 0x6b0a
R 0080DC: 00008972 -> 00908972 | 80da:	2d7c 0000 8972 	movel #35186,%fp@(36)
R 0080F0: 000089CC -> 009089CC | 80ee:	2d7c 0000 89cc 	movel #35276,%fp@(36)
R 0080FA: 00003352 -> 00903352 | 80f8:	4eb9 0000 3352 	jsr 0x3352
R 008112: 00006BA8 -> 00906BA8 | 8110:	4eb9 0000 6ba8 	jsr 0x6ba8
R 008140: 00008A3C -> 00908A3C | 813e:	2d7c 0000 8a3c 	movel #35388,%fp@(36)
R 008154: 00008A6A -> 00908A6A | 8152:	2d7c 0000 8a6a 	movel #35434,%fp@(36)
R 00815E: 00003352 -> 00903352 | 815c:	4eb9 0000 3352 	jsr 0x3352
R 00816E: 00006B0A -> 00906B0A | 816c:	4eb9 0000 6b0a 	jsr 0x6b0a
R 008188: 000084BC -> 009084BC | 8186:	2d7c 0000 84bc 	movel #33980,%fp@(36)
R 0081A6: 000083DA -> 009083DA | 81a4:	2d7c 0000 83da 	movel #33754,%fp@(36)
R 0081BE: 00008462 -> 00908462 | 81bc:	2d7c 0000 8462 	movel #33890,%fp@(36)
R 008204: 000083F2 -> 009083F2 | 8202:	2d7c 0000 83f2 	movel #33778,%fp@(36)
R 008252: 00008342 -> 00908342 | 8250:	217c 0000 8342 	movel #33602,%a0@(2)
R 00828E: 00003B2E -> 00903B2E | 828c:	4eb9 0000 3b2e 	jsr 0x3b2e
R 00829A: 00003352 -> 00903352 | 8298:	4eb9 0000 3352 	jsr 0x3352
R 0082A4: 00008532 -> 00908532 | 82a2:	217c 0000 8532 	movel #34098,%a0@(36)
R 0082B2: 0000854A -> 0090854A | 82b0:	217c 0000 854a 	movel #34122,%a0@(36)
R 0082C4: 000084EA -> 009084EA | 82c2:	2d7c 0000 84ea 	movel #34026,%fp@(36)
R 0082F6: 00008AAE -> 00908AAE | 82f4:	4ef9 0000 8aae 	jmp 0x8aae
R 008330: 00003BCE -> 00903BCE | 832e:	4eb9 0000 3bce 	jsr 0x3bce
R 008336: 00003B2E -> 00903B2E | 8334:	4eb9 0000 3b2e 	jsr 0x3b2e
R 00834C: 00008358 -> 00908358 | 834a:	2d7c 0000 8358 	movel #33624,%fp@(2)
R 00837A: 00003BCE -> 00903BCE | 8378:	4eb9 0000 3bce 	jsr 0x3bce
R 008380: 00003F04 -> 00903F04 | 837e:	4ef9 0000 3f04 	jmp 0x3f04
R 008386: 0000669C -> 0090669C | 8384:	4eb9 0000 669c 	jsr 0x669c
R 00838C: 00003DD8 -> 00903DD8 | 838a:	4ef9 0000 3dd8 	jmp 0x3dd8
R 008AB6: 00009414 -> 00909414 | 8ab4:	2d7c 0000 9414 	movel #37908,%fp@(36)
R 008B98: 00009444 -> 00909444 | 8b96:	2d7c 0000 9444 	movel #37956,%fp@(36)
R 008C20: 0000949E -> 0090949E | 8c1e:	2d7c 0000 949e 	movel #38046,%fp@(36)
R 008C56: 00003352 -> 00903352 | 8c54:	4eb9 0000 3352 	jsr 0x3352
R 008C76: 00003352 -> 00903352 | 8c74:	4eb9 0000 3352 	jsr 0x3352
R 008C8C: 000094E2 -> 009094E2 | 8c8a:	2d7c 0000 94e2 	movel #38114,%fp@(36)
R 008C9A: 000094FA -> 009094FA | 8c98:	2d7c 0000 94fa 	movel #38138,%fp@(36)
R 008D0A: 00009512 -> 00909512 | 8d08:	2d7c 0000 9512 	movel #38162,%fp@(36)
R 008D1E: 0000956C -> 0090956C | 8d1c:	2d7c 0000 956c 	movel #38252,%fp@(36)
R 008D28: 00003352 -> 00903352 | 8d26:	4eb9 0000 3352 	jsr 0x3352
R 008D40: 00006B0A -> 00906B0A | 8d3e:	4eb9 0000 6b0a 	jsr 0x6b0a
R 008DD4: 000095F2 -> 009095F2 | 8dd2:	2d7c 0000 95f2 	movel #38386,%fp@(36)
R 008DE8: 00009678 -> 00909678 | 8de6:	2d7c 0000 9678 	movel #38520,%fp@(36)
R 008DF2: 00003352 -> 00903352 | 8df0:	4eb9 0000 3352 	jsr 0x3352
R 008E0A: 00006B0A -> 00906B0A | 8e08:	4eb9 0000 6b0a 	jsr 0x6b0a
R 008E38: 000096FE -> 009096FE | 8e36:	2d7c 0000 96fe 	movel #38654,%fp@(36)
R 008E4C: 0000972C -> 0090972C | 8e4a:	2d7c 0000 972c 	movel #38700,%fp@(36)
R 008E56: 00003352 -> 00903352 | 8e54:	4eb9 0000 3352 	jsr 0x3352
R 008E66: 00006B0A -> 00906B0A | 8e64:	4eb9 0000 6b0a 	jsr 0x6b0a
R 008E86: 0000975A -> 0090975A | 8e84:	2d7c 0000 975a 	movel #38746,%fp@(36)
R 008E9A: 000097CA -> 009097CA | 8e98:	2d7c 0000 97ca 	movel #38858,%fp@(36)
R 008EA4: 00003352 -> 00903352 | 8ea2:	4eb9 0000 3352 	jsr 0x3352
R 008EBC: 00006B0A -> 00906B0A | 8eba:	4eb9 0000 6b0a 	jsr 0x6b0a
R 008EEA: 00009850 -> 00909850 | 8ee8:	2d7c 0000 9850 	movel #38992,%fp@(36)
R 008EFE: 000098C0 -> 009098C0 | 8efc:	2d7c 0000 98c0 	movel #39104,%fp@(36)
R 008F08: 00003352 -> 00903352 | 8f06:	4eb9 0000 3352 	jsr 0x3352
R 008F20: 00006BA8 -> 00906BA8 | 8f1e:	4eb9 0000 6ba8 	jsr 0x6ba8
R 008F4E: 00009930 -> 00909930 | 8f4c:	2d7c 0000 9930 	movel #39216,%fp@(36)
R 008F62: 00009974 -> 00909974 | 8f60:	2d7c 0000 9974 	movel #39284,%fp@(36)
R 008F6C: 00003352 -> 00903352 | 8f6a:	4eb9 0000 3352 	jsr 0x3352
R 008F7C: 00006B0A -> 00906B0A | 8f7a:	4eb9 0000 6b0a 	jsr 0x6b0a
R 008F96: 000093E6 -> 009093E6 | 8f94:	2d7c 0000 93e6 	movel #37862,%fp@(36)
R 008FB4: 00009304 -> 00909304 | 8fb2:	2d7c 0000 9304 	movel #37636,%fp@(36)
R 008FCC: 0000938C -> 0090938C | 8fca:	2d7c 0000 938c 	movel #37772,%fp@(36)
R 009010: 0000931C -> 0090931C | 900e:	2d7c 0000 931c 	movel #37660,%fp@(36)
R 0090A2: 00003BCE -> 00903BCE | 90a0:	4eb9 0000 3bce 	jsr 0x3bce
R 0090A8: 00003B2E -> 00903B2E | 90a6:	4eb9 0000 3b2e 	jsr 0x3b2e
R 0090F8: 00003352 -> 00903352 | 90f6:	4eb9 0000 3352 	jsr 0x3352
R 009100: 0000397E -> 0090397E | 90fe:	4eb9 0000 397e 	jsr 0x397e
R 00911C: 000091CE -> 009091CE | 911a:	2d7c 0000 91ce 	movel #37326,%fp@(2)
R 009124: 000099A2 -> 009099A2 | 9122:	2d7c 0000 99a2 	movel #39330,%fp@(36)
R 009182: 00003B2E -> 00903B2E | 9180:	4eb9 0000 3b2e 	jsr 0x3b2e
R 009194: 00003B2E -> 00903B2E | 9192:	4eb9 0000 3b2e 	jsr 0x3b2e
R 0091A6: 00003B2E -> 00903B2E | 91a4:	4eb9 0000 3b2e 	jsr 0x3b2e
R 0091B8: 00003B2E -> 00903B2E | 91b6:	4eb9 0000 3b2e 	jsr 0x3b2e
R 0091CA: 00003352 -> 00903352 | 91c8:	4ef9 0000 3352 	jmp 0x3352
R 0091FC: 00003BCE -> 00903BCE | 91fa:	4eb9 0000 3bce 	jsr 0x3bce
R 009208: 00003BCE -> 00903BCE | 9206:	4eb9 0000 3bce 	jsr 0x3bce
R 009214: 00003BCE -> 00903BCE | 9212:	4eb9 0000 3bce 	jsr 0x3bce
R 009220: 00003BCE -> 00903BCE | 921e:	4eb9 0000 3bce 	jsr 0x3bce
R 009226: 00003F04 -> 00903F04 | 9224:	4eb9 0000 3f04 	jsr 0x3f04
R 009238: 00003352 -> 00903352 | 9236:	4eb9 0000 3352 	jsr 0x3352
R 009240: 0000397E -> 0090397E | 923e:	4eb9 0000 397e 	jsr 0x397e
R 009248: 00003352 -> 00903352 | 9246:	4ef9 0000 3352 	jmp 0x3352
R 009266: 00009270 -> 00909270 | 9264:	4eb9 0000 9270 	jsr 0x9270
R 00926C: 00003D36 -> 00903D36 | 926a:	4ef9 0000 3d36 	jmp 0x3d36
R 009EF4: 0000A8F4 -> 0090A8F4 | 9ef2:	2d7c 0000 a8f4 	movel #43252,%fp@(36)
R 009F6C: 0000A90C -> 0090A90C | 9f6a:	2d7c 0000 a90c 	movel #43276,%fp@(36)
R 009FD6: 0000A924 -> 0090A924 | 9fd4:	2d7c 0000 a924 	movel #43300,%fp@(36)
R 00A05E: 0000A97E -> 0090A97E | a05c:	2d7c 0000 a97e 	movel #43390,%fp@(36)
R 00A094: 00003352 -> 00903352 | a092:	4eb9 0000 3352 	jsr 0x3352
R 00A0B4: 00003352 -> 00903352 | a0b2:	4eb9 0000 3352 	jsr 0x3352
R 00A0CA: 0000A9C2 -> 0090A9C2 | a0c8:	2d7c 0000 a9c2 	movel #43458,%fp@(36)
R 00A0D8: 0000A9DA -> 0090A9DA | a0d6:	2d7c 0000 a9da 	movel #43482,%fp@(36)
R 00A148: 0000A9F2 -> 0090A9F2 | a146:	2d7c 0000 a9f2 	movel #43506,%fp@(36)
R 00A15A: 00003352 -> 00903352 | a158:	4eb9 0000 3352 	jsr 0x3352
R 00A1A0: 0000AA4C -> 0090AA4C | a19e:	2d7c 0000 aa4c 	movel #43596,%fp@(36)
R 00A1F2: 0000A286 -> 0090A286 | a1f0:	2b7c 0000 a286 	movel #41606,%a5@(2)
R 00A276: 00003B2E -> 00903B2E | a274:	4eb9 0000 3b2e 	jsr 0x3b2e
R 00A27E: 00003352 -> 00903352 | a27c:	4eb9 0000 3352 	jsr 0x3352
R 00A2A8: 00003BCE -> 00903BCE | a2a6:	4eb9 0000 3bce 	jsr 0x3bce
R 00A2AE: 00003F04 -> 00903F04 | a2ac:	4ef9 0000 3f04 	jmp 0x3f04
R 00A30E: 00003F24 -> 00903F24 | a30c:	4eb9 0000 3f24 	jsr 0x3f24
R 00A314: 0000D47E -> 0090D47E | a312:	4eb9 0000 d47e 	jsr 0xd47e
R 00A31A: 0000D4F2 -> 0090D4F2 | a318:	4eb9 0000 d4f2 	jsr 0xd4f2
R 00A334: 00003DD8 -> 00903DD8 | a332:	4ef9 0000 3dd8 	jmp 0x3dd8
R 00A33A: 00003BCE -> 00903BCE | a338:	4eb9 0000 3bce 	jsr 0x3bce
R 00A340: 0000A38E -> 0090A38E | a33e:	2d7c 0000 a38e 	movel #41870,%fp@(2)
R 00A370: 0000ADA6 -> 0090ADA6 | a36e:	2d7c 0000 ada6 	movel #44454,%fp@(36)
R 00A38A: 00003B2E -> 00903B2E | a388:	4eb9 0000 3b2e 	jsr 0x3b2e
R 00A390: 000065AA -> 009065AA | a38e:	4eb9 0000 65aa 	jsr 0x65aa
R 00A3A6: 0000669C -> 0090669C | a3a4:	4eb9 0000 669c 	jsr 0x669c
R 00A3AC: 00003DD8 -> 00903DD8 | a3aa:	4ef9 0000 3dd8 	jmp 0x3dd8
R 00A41E: 0000AABC -> 0090AABC | a41c:	2d7c 0000 aabc 	movel #43708,%fp@(36)
R 00A432: 0000AABC -> 0090AABC | a430:	2d7c 0000 aabc 	movel #43708,%fp@(36)
R 00A43C: 00003352 -> 00903352 | a43a:	4eb9 0000 3352 	jsr 0x3352
R 00A48C: 0000AB2C -> 0090AB2C | a48a:	2d7c 0000 ab2c 	movel #43820,%fp@(36)
R 00A4A0: 0000AB2C -> 0090AB2C | a49e:	2d7c 0000 ab2c 	movel #43820,%fp@(36)
R 00A4AA: 00003352 -> 00903352 | a4a8:	4eb9 0000 3352 	jsr 0x3352
R 00A4E4: 0000AB70 -> 0090AB70 | a4e2:	2d7c 0000 ab70 	movel #43888,%fp@(36)
R 00A4FA: 00003352 -> 00903352 | a4f8:	4eb9 0000 3352 	jsr 0x3352
R 00A544: 0000ABE0 -> 0090ABE0 | a542:	2d7c 0000 abe0 	movel #44000,%fp@(36)
R 00A54E: 00003352 -> 00903352 | a54c:	4eb9 0000 3352 	jsr 0x3352
R 00A5BA: 0000A614 -> 0090A614 | a5b8:	2b7c 0000 a614 	movel #42516,%a5@(2)
R 00A60C: 00003B2E -> 00903B2E | a60a:	4eb9 0000 3b2e 	jsr 0x3b2e
R 00A622: 00003BCE -> 00903BCE | a620:	4eb9 0000 3bce 	jsr 0x3bce
